LeadSource,JobRole,ContactNotes,LeadProfile,UsedPromo,DoNotReachOut,Region,Converted,Lead_ProspectID
Digital Ad,Engineering,NeedsCaseStudy,Medium,NoPromo,FALSE,APAC,0,4ed81054-21ef-4def-845d-a1823cb32bbc
Digital Ad, Sales,NeedsCaseStudy,Large,NoPromo,TRUE,EMEA,0,6904100a-f5f1-4a0f-9fc5-7a43460cfa08
Cold Uutbound, Sales,ContentPresentation,Large,UsedPromo,TRUE,APAC,1,2b64558b-20fc-4261-bff8-3aae3774798b
Referral,HR,NeedsTraining,Medium,NoPromo,FALSE,NAMER,0,3d07c5c3-bf0e-4b2b-988f-2cefc9ecc006
Referral,Marketing,FeatureRequest,Small,NoPromo,FALSE,APAC,1,d5d35a9f-a5e7-4aca-8f32-483001d6ce44
Organic,Operations,FeatureRequest,Small,NoPromo,FALSE,APAC,0,fe413e8d-88b3-430c-b2af-1d9c510b6180
Event,Management,NeedsCaseStudy,Medium,NoPromo,FALSE,LATAM,0,e50697de-2551-4096-8990-445ed1798535
Event,Engineering,ContentPresentation,Medium,NoPromo,FALSE,EMEA,0,0ca35c53-008c-43c4-b6d9-82c26c66239a
Cold Uutbound,Management,NeedsCaseStudy,Small,UsedPromo,FALSE,LATAM,1,b4d3fe98-810b-4b98-bb80-a01749c147f6
Organic, Sales,FeatureRequest,Large,UsedPromo,FALSE,NAMER,0,0c777579-b9b7-4392-8b61-340bad5827a6
Cold Uutbound, Sales,NeedsTraining,Small,UsedPromo,TRUE,NAMER,1,14d6fbf9-a1fd-487f-8687-7201b4c6173a
Event,Management,FeatureRequest,Small,NoPromo,FALSE,LATAM,0,62a4be2a-e42c-4545-956f-7bf0040628d7
Cold Uutbound,Operations,ContentPresentation,Large,UsedPromo,TRUE,EMEA,1,07f09480-8298-448a-8537-65934e78349b
Referral,Engineering,ContentPresentation,Large,NoPromo,TRUE,APAC,0,29088609-38c1-4563-9c97-f229c3846d71
Digital Ad,Management,NeedsTraining,Small,UsedPromo,FALSE,APAC,1,12bbc478-df61-43e4-ab59-ed6c128f1c99
Cold Uutbound, Sales,ContentPresentation,Large,UsedPromo,TRUE,LATAM,1,22a2fab2-bb6c-41d2-bde8-e99ec6d2ec83
Referral,Operations,NeedsTraining,Large,NoPromo,FALSE,EMEA,0,cad9ddb1-49af-4ed5-a454-5b721cf9fb97
Referral,Marketing,NeedsCaseStudy,Large,UsedPromo,FALSE,EMEA,1,02076e27-ae01-43aa-a6bf-817da3534889
Event,Engineering,FeatureRequest,Small,UsedPromo,TRUE,EMEA,1,b7895840-4f02-4ab1-b3df-899d30958390
Organic,Operations,NeedsCaseStudy,Medium,NoPromo,TRUE,LATAM,0,ad221235-b1cb-4dee-8190-b3e7c2918042
Cold Uutbound, Sales,NeedsCaseStudy,Large,UsedPromo,FALSE,APAC,1,c6564acf-0787-4e48-8500-ab8591465a50
Event,Finance,ContentPresentation,Large,UsedPromo,TRUE,APAC,0,dc4fabe2-06e1-4140-8fe7-16f0ad5cdff6
Event, Sales,NeedsTraining,Small,NoPromo,FALSE,EMEA,1,42b61cad-4fc5-4edb-8eed-5f86eee6e335
Organic,Management,FeatureRequest,Small,NoPromo,FALSE,NAMER,0,5cbf9cf1-ff8d-4e92-bd92-6b7113168779
Referral,Engineering,NeedsTraining,Medium,NoPromo,TRUE,NAMER,0,2e40365a-2f62-4492-8899-99dfab757c6f
Event,Management,ContentPresentation,Medium,UsedPromo,FALSE,EMEA,1,5c65c81f-b8ae-4503-bf45-f6aeffd5e858
Event,HR,NeedsTraining,Medium,NoPromo,FALSE,APAC,1,59e9c879-3bc3-40c4-ba67-6aba298cdc78
Event,Operations,FeatureRequest,Small,UsedPromo,TRUE,LATAM,1,166d4703-9d14-474b-9c42-aa88eebecf71
Cold Uutbound,HR,NeedsTraining,Medium,NoPromo,FALSE,LATAM,0,c9e7ded8-2365-484f-bc5e-019e90759c70
Event,Finance,NeedsCaseStudy,Large,NoPromo,TRUE,LATAM,1,9709aead-8937-4bc9-85f6-33fdd055b9fb
Organic, Sales,ContentPresentation,Large,NoPromo,FALSE,NAMER,0,abf218c4-6c40-4c87-9252-7aee0cd7e229
Event, Sales,NeedsTraining,Large,NoPromo,FALSE,APAC,1,ceefbc91-97f8-4083-93fa-f5831b0bf9d0
Cold Uutbound,Marketing,FeatureRequest,Small,UsedPromo,FALSE,NAMER,0,eee93fcb-850f-4b78-af7b-39cef01faa29
Cold Uutbound,Finance,NeedsCaseStudy,Medium,UsedPromo,FALSE,APAC,1,bff7e99b-ad21-4e12-b739-86c8f8055b40
Organic,Management,ContentPresentation,Large,UsedPromo,TRUE,NAMER,1,7e917b1d-685e-48a8-877a-096c0f1a8c22
Cold Uutbound,Marketing,NeedsCaseStudy,Small,NoPromo,TRUE,APAC,1,a90273ab-81b5-4629-9df6-c0c9fe2f38bc
Event,Operations,ContentPresentation,Large,NoPromo,FALSE,APAC,0,25c23ffa-6a63-4715-895c-2464ac30489f
Organic, Sales,FeatureRequest,Small,UsedPromo,FALSE,NAMER,1,ff9c849a-9e38-4134-9b3d-433cd5dd3a95
Event,Management,NeedsTraining,Medium,UsedPromo,FALSE,LATAM,1,c0f5b5fd-d836-469c-84cb-733198d030d0
Organic,Engineering,NeedsCaseStudy,Medium,UsedPromo,TRUE,NAMER,1,44bc0c59-0ca4-4d08-8eac-70152eaf4a8b
Cold Uutbound,Management,FeatureRequest,Small,NoPromo,TRUE,APAC,0,61e682fa-4840-4ca2-a0d1-6543f6a97ea4
Referral,Engineering,ContentPresentation,Medium,UsedPromo,TRUE,EMEA,1,c3ebb52b-f0fb-4070-9600-552591461002
Event,HR,ContentPresentation,Large,NoPromo,FALSE,EMEA,1,19a13c98-6e4a-46f6-aa69-ef0ac7c1c7a4
Organic, Sales,NeedsTraining,Medium,UsedPromo,FALSE,LATAM,1,adf4a413-691c-4138-b653-ad78189dfdcf
Event, Sales,ContentPresentation,Large,UsedPromo,TRUE,NAMER,0,5b07ab2c-9c01-4833-963d-1341918b9861
Cold Uutbound, Sales,ContentPresentation,Large,UsedPromo,FALSE,NAMER,0,dd783c13-0e7b-450d-8d26-709a60ddf806
Cold Uutbound,Engineering,NeedsCaseStudy,Small,UsedPromo,FALSE,LATAM,1,5337163d-293e-4f88-9b52-4e78b0b7523e
Referral, Sales,FeatureRequest,Small,NoPromo,TRUE,LATAM,0,7a4e41c0-be7f-409a-bdbd-ce67f7bf79c5
Referral, Sales,NeedsCaseStudy,Medium,NoPromo,FALSE,APAC,0,ba152904-e2a2-4d1c-abef-d99fbbdcab9b
Organic,Management,NeedsCaseStudy,Large,NoPromo,TRUE,LATAM,0,354a54ec-70b6-4d50-b76e-f00fb63a3ce0
Event,Engineering,NeedsTraining,Small,UsedPromo,TRUE,NAMER,1,193541d7-98b2-48d8-af0c-45dda9ce643b
Digital Ad,Management,ContentPresentation,Medium,UsedPromo,FALSE,LATAM,1,fd21d439-c6f8-4db3-9b66-893157ce072a
Event,Management,NeedsTraining,Small,UsedPromo,TRUE,NAMER,1,2ad0dd8c-6e0f-4ced-aa4e-39eda7cc2d8a
Digital Ad, Sales,NeedsTraining,Medium,UsedPromo,TRUE,EMEA,1,fa2416ef-7c59-40a0-83ae-da1f04af7af6
Digital Ad,Engineering,NeedsCaseStudy,Large,NoPromo,TRUE,APAC,0,e136348f-9958-46ea-bf6d-c8bed54b7f4b
Event,Engineering,NeedsCaseStudy,Large,NoPromo,FALSE,LATAM,1,403a207b-e521-4823-9157-4b3d66a73dc9
Event,Engineering,ContentPresentation,Large,UsedPromo,TRUE,NAMER,1,28365dc1-31c6-4f56-9bcb-709996a8b8ae
Digital Ad,HR,ContentPresentation,Large,UsedPromo,TRUE,APAC,1,16ea35e5-7ab3-445d-8c40-52b257095cf4
Organic,Marketing,ContentPresentation,Large,NoPromo,FALSE,NAMER,0,5d8e7439-548f-4c70-a082-93dc2efe4f87
Referral,Operations,NeedsCaseStudy,Medium,UsedPromo,FALSE,EMEA,0,eae03f9e-1964-43b5-9c73-9bce0a0ec402
Digital Ad,Finance,FeatureRequest,Medium,NoPromo,TRUE,NAMER,0,d00bff49-f734-4e12-9931-667c856acf23
Digital Ad,Engineering,FeatureRequest,Medium,NoPromo,TRUE,LATAM,0,913c5a8b-1b22-4a78-9aac-70c20efb1250
Digital Ad,Operations,NeedsCaseStudy,Large,NoPromo,TRUE,EMEA,0,62d9ca0b-0544-4a82-accf-1b486106493d
Cold Uutbound,HR,NeedsTraining,Medium,UsedPromo,FALSE,LATAM,1,d07eed4d-4721-4faf-9c2b-6f657749a5fe
Digital Ad,Engineering,FeatureRequest,Small,NoPromo,FALSE,EMEA,0,42dbddc0-d9f8-491e-a93d-2a32723ddd2d
Event,HR,ContentPresentation,Large,UsedPromo,FALSE,APAC,1,7a9e0541-11c4-4c24-9afc-ad624c41df0d
Referral,Marketing,ContentPresentation,Large,UsedPromo,FALSE,NAMER,1,75e4cfe5-724f-441d-9579-1668a8d04a13
Event,HR,NeedsCaseStudy,Medium,UsedPromo,FALSE,NAMER,0,413ed215-8156-401f-8276-38dffdc088a2
Organic,Marketing,FeatureRequest,Medium,NoPromo,TRUE,APAC,0,2f1bb315-c96b-4071-b920-235162147c46
Organic, Sales,NeedsCaseStudy,Small,UsedPromo,FALSE,EMEA,1,7e44b810-39c6-49ce-ac3f-2026099c9c27
Event,Finance,NeedsCaseStudy,Medium,UsedPromo,TRUE,NAMER,1,7b534b03-da58-4abc-8a83-646131135777
Event, Sales,NeedsTraining,Large,UsedPromo,FALSE,EMEA,0,f2ef3286-dccb-491c-83b7-52e5c3c7ec74
Cold Uutbound,Operations,NeedsTraining,Medium,NoPromo,TRUE,NAMER,0,e802759c-3407-4909-8de9-be8a50b20b70
Organic,HR,FeatureRequest,Large,UsedPromo,FALSE,NAMER,0,dd4baee5-f3f7-434e-8ae0-da3a715cfc03
Event,Marketing,NeedsCaseStudy,Small,UsedPromo,FALSE,NAMER,1,a554c0e6-be33-4fc4-96c8-ad5eee906298
Referral,Marketing,NeedsCaseStudy,Small,UsedPromo,FALSE,NAMER,1,437369e9-62d9-403e-8999-d788ab7e68db
Organic, Sales,NeedsTraining,Small,UsedPromo,FALSE,LATAM,1,eff8b080-e8c2-49f4-85f1-4a1d9ea08895
Cold Uutbound,Operations,ContentPresentation,Medium,UsedPromo,FALSE,LATAM,1,2d738093-3a6a-4537-ac95-c8f2faf23b71
Digital Ad,HR,NeedsTraining,Medium,UsedPromo,FALSE,EMEA,1,f218a23f-eef7-4ec6-8743-e5b997be3c5f
Cold Uutbound,HR,FeatureRequest,Small,UsedPromo,FALSE,LATAM,0,7b18ab1e-7967-4c14-8c30-3df0b3ace597
Cold Uutbound,HR,FeatureRequest,Medium,NoPromo,FALSE,APAC,0,cad8dba2-a72f-41c5-b931-3019dc16101b
Digital Ad,HR,ContentPresentation,Large,UsedPromo,TRUE,APAC,1,5b8fc910-a77a-46ce-9987-23df795229fe
Referral,Management,FeatureRequest,Large,NoPromo,TRUE,EMEA,0,fd7f9139-dc68-4085-b836-6baa05dcd2b0
Organic,Management,NeedsCaseStudy,Medium,UsedPromo,TRUE,EMEA,1,70242211-e86d-449f-a909-6e503c58436d
Event,Engineering,ContentPresentation,Medium,UsedPromo,FALSE,LATAM,1,08f0ad4e-0e50-4f42-b1e6-0283552a1c3b
Referral, Sales,NeedsCaseStudy,Medium,UsedPromo,FALSE,LATAM,1,fd9045ea-5291-45bb-b163-60e63a3b081b
Referral,Finance,FeatureRequest,Small,NoPromo,TRUE,LATAM,0,dc3ece7a-f8fd-4cd0-b9b5-e0c8754e44e1
Digital Ad,Finance,NeedsTraining,Small,NoPromo,TRUE,LATAM,1,0f824dfa-ce36-4ba3-8685-f2ac8bbb32e1
Event,Finance,NeedsTraining,Large,NoPromo,TRUE,EMEA,0,fcde5bc1-646a-44bf-9e49-adbaa0741066
Referral,Engineering,NeedsCaseStudy,Small,NoPromo,TRUE,NAMER,1,15f0ed90-64b1-4d9b-a59a-9955ef47ec18
Cold Uutbound,HR,NeedsCaseStudy,Large,NoPromo,FALSE,NAMER,0,47ab0668-3e50-4169-bb13-ec4b43ce509d
Digital Ad,Marketing,ContentPresentation,Large,UsedPromo,TRUE,LATAM,1,053d93b4-a8b3-412a-b653-c6de5767b391
Organic,Operations,NeedsTraining,Large,NoPromo,TRUE,EMEA,0,f338b632-328b-4cf6-bc46-58afd92aaedb
Digital Ad,Engineering,ContentPresentation,Large,UsedPromo,FALSE,NAMER,1,18d30498-11da-45e1-aa92-2cd42397feb9
Cold Uutbound,Operations,NeedsCaseStudy,Large,NoPromo,FALSE,NAMER,0,67863aa0-8e23-4f3d-b373-c4c5218bb92d
Event,HR,NeedsTraining,Large,NoPromo,FALSE,APAC,0,3b493f14-2ab3-4418-80de-62ffc7b4596a
Cold Uutbound,Management,NeedsCaseStudy,Large,NoPromo,FALSE,EMEA,0,27e44fb9-2e12-4f98-9041-f78ad7d13541
Organic,Finance,NeedsTraining,Large,NoPromo,FALSE,LATAM,1,9db448d4-7bb8-4bcc-bb01-7c4377f9a2c8
Event, Sales,NeedsTraining,Large,NoPromo,FALSE,LATAM,0,f27d706c-ed80-44af-a03a-976f44bd2c43
Cold Uutbound,Marketing,ContentPresentation,Medium,NoPromo,TRUE,EMEA,0,7f0a705f-0e67-4889-9aa8-98daf4a225d4
Digital Ad,Management,FeatureRequest,Small,UsedPromo,TRUE,APAC,0,c4e62152-d5c8-41cd-a933-f98255a05775
Cold Uutbound,Operations,FeatureRequest,Large,NoPromo,TRUE,EMEA,0,1a1f6a62-35e7-445d-b4c2-ae7ab8987f6b
Referral,Marketing,ContentPresentation,Large,UsedPromo,TRUE,NAMER,1,5bf51392-24c7-4634-b694-87875c739725
Digital Ad,Engineering,FeatureRequest,Small,UsedPromo,FALSE,EMEA,0,a94a953d-0600-40dd-94ca-8fc8831b146c
Cold Uutbound,HR,NeedsTraining,Small,UsedPromo,FALSE,EMEA,1,e2fd7f53-953a-46a5-bd0b-c02d69f1ff46
Referral, Sales,FeatureRequest,Small,UsedPromo,FALSE,LATAM,1,7163e78f-3cda-4f1b-bbde-d29c8260f8cf
Digital Ad, Sales,NeedsTraining,Large,NoPromo,FALSE,EMEA,0,36bd9af0-b946-4948-adc2-a47617cc73ef
Digital Ad,Finance,NeedsCaseStudy,Large,UsedPromo,FALSE,LATAM,1,b5c84668-bcb1-4e46-90b8-05cac996f4b1
Event,Finance,NeedsCaseStudy,Medium,UsedPromo,FALSE,NAMER,1,986f6f59-4ca8-4462-aead-de2e0c1ae8ca
Organic,HR,ContentPresentation,Medium,NoPromo,FALSE,APAC,1,5d49504d-1f39-4059-a939-7b80be803bfd
Referral,Engineering,FeatureRequest,Small,UsedPromo,FALSE,EMEA,1,f699cc4a-3025-4d59-81af-80e776ed034a
Cold Uutbound,Finance,FeatureRequest,Small,NoPromo,TRUE,APAC,1,4e874af1-7b44-46c1-946b-ce9e520165b2
Digital Ad,Engineering,NeedsTraining,Large,NoPromo,TRUE,APAC,1,6a621fd5-9f91-470d-a575-320753ed2236
Referral, Sales,NeedsTraining,Small,NoPromo,FALSE,EMEA,0,be4fa9a7-253f-467e-be4f-19083e5a3f60
Cold Uutbound,Management,FeatureRequest,Small,NoPromo,FALSE,APAC,0,f05217d1-2519-426c-8987-01fe5d45141c
Organic,Engineering,FeatureRequest,Medium,NoPromo,FALSE,APAC,0,0457c524-aa84-4b97-9d3b-6fa8902d92bc
Digital Ad,Finance,NeedsCaseStudy,Medium,UsedPromo,TRUE,EMEA,1,905b590c-0d02-4ee7-b955-c570b2fc913e
Organic,Marketing,NeedsTraining,Small,UsedPromo,TRUE,APAC,1,b82e6899-ba47-4e06-9282-1c47674d9b17
Referral,HR,ContentPresentation,Large,UsedPromo,TRUE,EMEA,1,d01a4b99-544c-4680-94ea-bfb7a327f956
Cold Uutbound,HR,NeedsCaseStudy,Medium,UsedPromo,FALSE,EMEA,1,cb64edac-e8f1-45b4-a5f0-841bfb99d154
Organic,Management,NeedsTraining,Small,UsedPromo,FALSE,NAMER,1,634a007c-09eb-4ffd-a54b-43e74bb2f502
Digital Ad,Marketing,NeedsCaseStudy,Medium,NoPromo,FALSE,NAMER,0,1aae6882-bf52-4ceb-86cd-cd5ccf3feb14
Digital Ad,Engineering,NeedsTraining,Large,NoPromo,TRUE,EMEA,0,a326f4b7-b47d-4db3-81ad-5ab9b75b23b5
Digital Ad,Finance,ContentPresentation,Large,UsedPromo,FALSE,APAC,1,43737c75-a494-4fa0-bef5-f9ccfe1559b2
Digital Ad,Finance,NeedsTraining,Small,UsedPromo,TRUE,NAMER,1,ad8f932e-50ed-4b69-a75b-ae18287b1c2e
Cold Uutbound,HR,NeedsCaseStudy,Large,UsedPromo,FALSE,LATAM,0,0968ac18-5b25-4d37-9f9a-ff0ed2ab97e1
Referral,HR,FeatureRequest,Small,NoPromo,FALSE,EMEA,0,014d2e5b-51e7-4659-ba68-74b4c5563db3
Cold Uutbound, Sales,FeatureRequest,Small,NoPromo,FALSE,LATAM,0,c971dfc3-74ac-40d0-9fb8-33042443fdcf
Digital Ad,Engineering,ContentPresentation,Large,UsedPromo,TRUE,APAC,1,99687003-04b6-4341-ab87-af9715e17f9e
Organic,Management,ContentPresentation,Large,NoPromo,FALSE,EMEA,1,80db2261-9f07-4d62-a6d5-2214acea9410
Cold Uutbound,HR,NeedsTraining,Small,UsedPromo,FALSE,EMEA,1,c78885df-6ee6-4b3a-9d2b-f78848ebf631
Organic,Operations,NeedsTraining,Medium,NoPromo,FALSE,EMEA,0,eb61d058-7e7e-42eb-b9f2-a38506d1afca
Cold Uutbound,Operations,ContentPresentation,Large,NoPromo,TRUE,NAMER,0,4e17f7d5-9d56-48d0-a0fd-7017078385ad
Organic,Operations,FeatureRequest,Small,NoPromo,TRUE,EMEA,1,a6056e1e-1696-4628-9121-827516f7ba83
Event,Engineering,NeedsTraining,Medium,NoPromo,TRUE,NAMER,0,db5a8547-e17c-431c-b8c8-1c9fb42f14e2
Event,Marketing,FeatureRequest,Medium,NoPromo,TRUE,NAMER,0,50eac792-01a1-4680-be56-ef40d82d6425
Event,Operations,NeedsCaseStudy,Medium,UsedPromo,FALSE,NAMER,1,d4f07dfd-da2a-4eaa-a51b-4da978e1a7d2
Organic,Marketing,ContentPresentation,Small,NoPromo,FALSE,LATAM,0,20ad7f40-4c9b-4929-a5df-486147314293
Event,Engineering,FeatureRequest,Small,UsedPromo,TRUE,LATAM,1,bdb072f2-c80f-4b8b-89c9-61cad9fda97a
Referral,Engineering,NeedsCaseStudy,Large,NoPromo,FALSE,LATAM,1,fe797319-d8a9-4da1-bf5b-5e466fbe6391
Referral,Finance,ContentPresentation,Large,UsedPromo,FALSE,NAMER,1,82058438-e310-4509-8044-af431fd1ceb3
Organic,Operations,ContentPresentation,Large,UsedPromo,TRUE,APAC,1,26a1cdcd-b3f3-4ed0-a563-2fa5d1dff476
Referral,Finance,NeedsCaseStudy,Large,NoPromo,TRUE,APAC,0,16a6e141-63d5-45de-ad68-4b0d29b72001
Referral,Management,NeedsTraining,Medium,UsedPromo,FALSE,EMEA,1,7be71330-9299-4c9e-a760-6593726de79d
Cold Uutbound,Engineering,FeatureRequest,Small,NoPromo,TRUE,APAC,1,792b4e3e-4038-46ce-8011-0c9fb04bcd99
Organic, Sales,NeedsTraining,Medium,UsedPromo,TRUE,NAMER,1,1af55419-eef0-46aa-bb6c-e47f2b8fb0c6
Event,Marketing,FeatureRequest,Medium,UsedPromo,FALSE,EMEA,0,2c427a89-b4ce-419e-a82a-82d4a17ddfc5
Organic,Marketing,NeedsCaseStudy,Large,NoPromo,TRUE,NAMER,1,5e0afab5-00c9-4807-82b8-3d96cf6b60c0
Cold Uutbound,Marketing,FeatureRequest,Medium,UsedPromo,TRUE,APAC,0,fb119c5a-954a-4707-8510-9f57edeb40a2
Digital Ad, Sales,FeatureRequest,Small,NoPromo,TRUE,EMEA,0,c05c69ef-735f-45c1-8b08-17086faafbb3
Organic,Finance,FeatureRequest,Small,UsedPromo,TRUE,APAC,1,b6c4cae3-31a0-46b4-9a47-bddc407599b4
Referral,Operations,FeatureRequest,Small,UsedPromo,FALSE,NAMER,1,479da9db-6d6e-45ef-b488-ac5175dc6ca0
Event,Finance,FeatureRequest,Medium,NoPromo,TRUE,APAC,0,54f7c6a5-47f8-48b8-b941-bbd89df8b8d3
Organic,HR,NeedsCaseStudy,Large,NoPromo,TRUE,APAC,0,34d21f5a-efeb-4e4a-8ed5-5200f5e50f19
Referral,Operations,FeatureRequest,Medium,NoPromo,TRUE,LATAM,1,d445777c-9ac7-4a61-bbd1-0f7db5082a17
Organic,Management,NeedsCaseStudy,Large,NoPromo,TRUE,EMEA,1,cde82fa5-6d04-4c1d-8e80-02e8bef615c8
Referral,Engineering,ContentPresentation,Large,NoPromo,FALSE,NAMER,1,3b5adc59-16bb-4e1a-8af6-e9e307d81b0c
Event,Marketing,ContentPresentation,Large,NoPromo,TRUE,EMEA,1,40be2524-b5ef-4bd3-87ae-84722ba276d6
Cold Uutbound,Finance,NeedsTraining,Small,UsedPromo,TRUE,APAC,1,398ec686-4ceb-448e-9b4a-b3483ff86e62
Digital Ad,HR,NeedsTraining,Medium,UsedPromo,FALSE,NAMER,1,0c269bb7-4c8e-4c5d-9e04-ed7c3942f91f
Cold Uutbound,Finance,ContentPresentation,Medium,UsedPromo,FALSE,NAMER,1,7a17a8c6-d7bc-4e5a-81af-a44806ad4e7e
Event,Marketing,NeedsTraining,Medium,UsedPromo,FALSE,NAMER,1,f2f16b4b-8c0e-48bb-addd-0e3214c89e76
Event,Operations,FeatureRequest,Large,UsedPromo,TRUE,LATAM,0,69ec910c-4822-4f6e-88ff-0ed96071c521
Organic,Finance,ContentPresentation,Large,UsedPromo,FALSE,APAC,1,fb314689-685a-4a18-8fda-30fbdc1f0b50
Event,HR,ContentPresentation,Medium,UsedPromo,TRUE,LATAM,1,d30760f8-02d1-451e-a1f5-e1a56cec243e
Cold Uutbound,HR,ContentPresentation,Large,UsedPromo,FALSE,NAMER,1,733af6a4-7a4b-426a-8ef6-49ad49aa12e6
Referral,HR,NeedsCaseStudy,Small,UsedPromo,TRUE,EMEA,1,8a4d5993-77a0-4301-9ead-18f6c7521311
Cold Uutbound,Finance,NeedsCaseStudy,Small,UsedPromo,TRUE,LATAM,1,31237154-27e8-48dd-94ed-d0d89a80f59f
Organic,Finance,NeedsCaseStudy,Large,NoPromo,FALSE,EMEA,1,47840821-0a2a-4fe9-8771-6316b8d6c646
Organic,Finance,ContentPresentation,Large,NoPromo,TRUE,LATAM,1,6cdc04eb-7266-441c-b389-cc35fc90f24c
Event,Management,ContentPresentation,Large,UsedPromo,TRUE,EMEA,1,9e9c3450-a2f6-4b41-9a68-d85cb1122144
Event,Management,NeedsCaseStudy,Medium,UsedPromo,TRUE,EMEA,1,1344a166-e58f-42b9-9dc1-31c0c27d495b
Referral, Sales,NeedsTraining,Large,NoPromo,TRUE,NAMER,1,2c86f86b-59ad-4bd8-9100-2b54e1795444
Event,Marketing,NeedsTraining,Medium,UsedPromo,TRUE,LATAM,1,443cac84-dcf8-489f-b517-be3c57e36081
Organic,Engineering,NeedsCaseStudy,Large,NoPromo,TRUE,LATAM,0,269e1fd7-1417-4946-a996-cd46e9f5661c
Digital Ad,Management,ContentPresentation,Medium,NoPromo,FALSE,LATAM,0,b18fc34f-abd6-484d-9f93-e9392e721a2e
Organic, Sales,FeatureRequest,Small,UsedPromo,TRUE,APAC,1,1061cd9b-77c1-4151-be05-518ebb336ba1
Cold Uutbound, Sales,NeedsTraining,Large,NoPromo,FALSE,NAMER,0,cccdab1c-9c1a-4023-a30e-1ae5b996e02c
Digital Ad,HR,NeedsCaseStudy,Medium,UsedPromo,TRUE,EMEA,1,d4572f1e-afe4-49b1-86fd-fdbbdab6f190
Referral,Marketing,ContentPresentation,Large,NoPromo,TRUE,EMEA,0,ea2008ce-f58c-417b-af6b-5f4822ca9c5c
Event,HR,NeedsTraining,Large,NoPromo,FALSE,NAMER,0,d0e88f8f-78dc-41bb-9dca-bf923363e8f4
Event, Sales,NeedsTraining,Medium,UsedPromo,TRUE,NAMER,1,cae5c344-b444-4a74-8b36-d5621dc9db3c
Cold Uutbound,Management,FeatureRequest,Medium,UsedPromo,FALSE,NAMER,0,2c529905-9cfe-4350-9b3f-34404b98a56a
Organic,Marketing,FeatureRequest,Medium,NoPromo,TRUE,APAC,0,183cc067-acd0-47a6-af01-fae87a1d815e
Event,HR,FeatureRequest,Large,UsedPromo,TRUE,APAC,0,01103c80-274f-411c-950b-0a8c7d463265
Cold Uutbound,Operations,FeatureRequest,Small,NoPromo,TRUE,EMEA,0,5b531c73-877e-4e3b-b511-5fcd7955af1b
Cold Uutbound,Finance,NeedsCaseStudy,Large,NoPromo,TRUE,APAC,0,f817a3aa-f165-4e31-b4de-0e2a69ff2d8a
Event,Engineering,NeedsTraining,Medium,NoPromo,TRUE,EMEA,0,2fbe882e-6ec9-489a-ae54-1ebfe1ea1f11
Event, Sales,NeedsTraining,Large,NoPromo,FALSE,APAC,0,f3524024-510d-48ab-9d1b-9e82c5b72594
Event,Marketing,NeedsTraining,Small,NoPromo,FALSE,EMEA,1,11d18a4a-3005-4936-809b-01a00089b697
Cold Uutbound,HR,NeedsCaseStudy,Small,NoPromo,FALSE,EMEA,0,83b8aea2-7cc2-4cbb-a363-c9353c7fc1ff
Referral,Operations,NeedsTraining,Small,UsedPromo,TRUE,APAC,1,86a6be16-647a-4204-a2cd-34e517338cc1
Event,Management,ContentPresentation,Medium,NoPromo,FALSE,EMEA,0,2a2a2886-640d-4912-b7fe-b2b8c85230f5
Organic,HR,ContentPresentation,Large,NoPromo,FALSE,APAC,0,019444fb-39d9-4117-b61e-ad4d520f72fd
Referral,HR,NeedsCaseStudy,Medium,UsedPromo,FALSE,NAMER,1,13521710-b11f-4df1-92f8-58606e54e295
Referral, Sales,FeatureRequest,Small,UsedPromo,FALSE,EMEA,1,8054aaf0-a456-4550-8ea0-5e59be7380f8
Organic,HR,ContentPresentation,Small,NoPromo,TRUE,EMEA,1,fc293af0-e7b5-4350-bb36-b56a2889e158
Digital Ad,Operations,NeedsCaseStudy,Large,NoPromo,TRUE,EMEA,0,6dec90a5-ba77-4bb1-b91d-29b1a1b6996c
Event,Engineering,FeatureRequest,Small,NoPromo,TRUE,APAC,1,6b41fd6d-b27d-40c4-b623-15de619fd69f
Event,Finance,ContentPresentation,Large,UsedPromo,FALSE,LATAM,1,f6b1769b-4b80-4f64-a5f2-6f8f8c0b8fd2
Referral,HR,NeedsCaseStudy,Medium,NoPromo,TRUE,NAMER,0,f44da8ff-8b3d-4eb6-8468-795ca1c8abc6
Referral,Management,ContentPresentation,Large,UsedPromo,FALSE,EMEA,1,e3d24de5-5a8b-4024-b396-f7091861f844
Event,Finance,ContentPresentation,Large,NoPromo,FALSE,APAC,1,677e3387-df4c-43f3-a8fd-af4d5d62089a
Event,Finance,NeedsCaseStudy,Medium,UsedPromo,TRUE,LATAM,1,b280979e-a16f-46e7-b5be-506a6794f743
Digital Ad,Marketing,NeedsCaseStudy,Large,NoPromo,TRUE,EMEA,0,83d5c6c0-5af4-417e-86b7-2d73afc5c7f7
Referral,Operations,NeedsTraining,Medium,NoPromo,TRUE,EMEA,0,f1e9deb2-3352-4d48-a017-a036694ce2f2
Event,Management,ContentPresentation,Large,UsedPromo,FALSE,LATAM,1,13a7c147-5f45-4d47-a8b8-ea90646febe1
Cold Uutbound,Operations,ContentPresentation,Large,NoPromo,TRUE,NAMER,0,c91bbb7b-ca46-4acf-ae08-160cd77cc74a
