product_name,product_category,product_id,event_time
double spice chai black tea,tea,P9873,2021-07-06T15:40:51.227Z
organic 100% juice black cherry,juice nectars,P9874,2021-07-06T15:40:51.227Z
milano salted caramel chocolate cookies,cookies cakes,P9875,2021-07-06T15:40:51.227Z
sesame seaweed rice chips,chips pretzels,P9876,2021-07-06T15:40:51.227Z
chicken fried rice,frozen meals,P9877,2021-07-06T15:40:51.227Z
kisses baking chips,baking ingredients,P9878,2021-07-06T15:40:51.227Z
keurig breakfast blend decaf light roast coffee k cups,coffee,P9879,2021-07-06T15:40:51.227Z
lemon flavor iced tea,tea,P9880,2021-07-06T15:40:51.227Z
stage 1 just bartlett pears baby food,baby food formula,P9881,2021-07-06T15:40:51.227Z
magnesium citrate 200mg supplement,vitamins supplements,P9882,2021-07-06T15:40:51.227Z
amy indian mattar paneer light in sodium,frozen meals,P9883,2021-07-06T15:40:51.227Z
banana cream traditional oikos greek yogurt,yogurt,P9884,2021-07-06T15:40:51.227Z
home squeezed style calcium & vitamin d 100% orange juice,refrigerated,P9885,2021-07-06T15:40:51.227Z
organic orange,juice nectars,P9886,2021-07-06T15:40:51.227Z
vitamin d3 400 iu sunny gummies,vitamins supplements,P9887,2021-07-06T15:40:51.227Z
comfort bakes cheesy chicken lasagna,frozen meals,P9888,2021-07-06T15:40:51.227Z
ground thyme,spices seasonings,P9889,2021-07-06T15:40:51.227Z
sea salt veggie straws,chips pretzels,P9890,2021-07-06T15:40:51.227Z
ginger turmeric spice almondmilk,refrigerated,P9891,2021-07-06T15:40:51.227Z
gourmet selections k cups caramel drizzle coffee,coffee,P9892,2021-07-06T15:40:51.227Z
peanut butter fudge ripple ice cream,ice cream ice,P9893,2021-07-06T15:40:51.227Z
"organics love my veggies apples, carrots, beets & strawberries",baby food formula,P9894,2021-07-06T15:40:51.227Z
kale blazer juice,refrigerated,P9895,2021-07-06T15:40:51.227Z
coconut aloe vera drink,juice nectars,P9896,2021-07-06T15:40:51.227Z
dark mocha almond granola,energy granola bars,P9897,2021-07-06T15:40:51.227Z
"cheese, fancy shredded, mexican mix",packaged cheese,P9898,2021-07-06T15:40:51.227Z
100% lime juice,juice nectars,P9899,2021-07-06T15:40:51.227Z
vegan peanut butter chocolate chip cookies,cookies cakes,P9900,2021-07-06T15:40:51.227Z
original,ice cream ice,P9901,2021-07-06T15:40:51.227Z
chocolate coconut crisps,candy chocolate,P9902,2021-07-06T15:40:51.227Z
organic salted crackers,crackers,P9903,2021-07-06T15:40:51.227Z
taster's choice decaf house blend instant coffee,coffee,P9904,2021-07-06T15:40:51.227Z
s.o.s tuffy mesh scour pad,cleaning products,P9905,2021-07-06T15:40:51.227Z
white chocolate macadamia nutrition bar,energy granola bars,P9906,2021-07-06T15:40:51.227Z
slow roasted beef,frozen meals,P9907,2021-07-06T15:40:51.227Z
cuties dairy free mint chocolate chip frozen dessert sandwiches,ice cream ice,P9908,2021-07-06T15:40:51.227Z
roasted almond crunch crunchy granola bars,energy granola bars,P9909,2021-07-06T15:40:51.227Z
stone ground white rice flour,baking ingredients,P9910,2021-07-06T15:40:51.227Z
pure coconut water with pineapple,juice nectars,P9911,2021-07-06T15:40:51.227Z
yogurt tubes blueberry,yogurt,P9912,2021-07-06T15:40:51.227Z
original crunchy cookie chips,cookies cakes,P9913,2021-07-06T15:40:51.227Z
vitamin c,vitamins supplements,P9914,2021-07-06T15:40:51.227Z
newman own newman-o's creme filled mint chocolate cookies,cookies cakes,P9915,2021-07-06T15:40:51.227Z
hazed & confused™ core ice cream,ice cream ice,P9916,2021-07-06T15:40:51.227Z
tuscan inspired uncured two meat pizza,frozen meals,P9917,2021-07-06T15:40:51.227Z
naked sponges - 2 ct,cleaning products,P9918,2021-07-06T15:40:51.227Z
fruit bars tangerine with strawberry blueberry pineapple,ice cream ice,P9919,2021-07-06T15:40:51.227Z
green tea with pomegranate,tea,P9920,2021-07-06T15:40:51.227Z
organic apple juice 100%,juice nectars,P9921,2021-07-06T15:40:51.227Z
classic roast coffee k-cups,coffee,P9922,2021-07-06T15:40:51.227Z
vanilla bottles,baby food formula,P9923,2021-07-06T15:40:51.227Z
for baby organic baby food stage 2 turkey with turkey gravy,baby food formula,P9924,2021-07-06T15:40:51.227Z
infant formula,baby food formula,P9925,2021-07-06T15:40:51.227Z
enchilada sauce spices & seasonings,spices seasonings,P9926,2021-07-06T15:40:51.227Z
classic decaf instant coffee,coffee,P9927,2021-07-06T15:40:51.227Z
easy exopress cheesy garlic lasagna with meat sauce,frozen meals,P9928,2021-07-06T15:40:51.227Z
rubbed sage,spices seasonings,P9929,2021-07-06T15:40:51.227Z
gluten free cracked pepper and salt crackers,crackers,P9930,2021-07-06T15:40:51.227Z
cinnamon raisin bagel crisps,crackers,P9931,2021-07-06T15:40:51.227Z
better cheddars baked snack crackers,crackers,P9932,2021-07-06T15:40:51.227Z
fruit and nut protein clusters,energy granola bars,P9933,2021-07-06T15:40:51.227Z
volumizing mousse,hair care,P9934,2021-07-06T15:40:51.227Z
tamari brown sesame rice crackers,crackers,P9935,2021-07-06T15:40:51.227Z
sea salt crisps,crackers,P9936,2021-07-06T15:40:51.227Z
mocha latte ice cream bars,ice cream ice,P9937,2021-07-06T15:40:51.227Z
strawberry yogurt,yogurt,P9938,2021-07-06T15:40:51.227Z
organic hibiscus berry sparkling probiotic drink,refrigerated,P9939,2021-07-06T15:40:51.227Z
"natural cleaner & degreaser, valencia orange, with real essential oils",cleaning products,P9940,2021-07-06T15:40:51.227Z
cold season caffeine free tea bags,tea,P9941,2021-07-06T15:40:51.227Z
creamy chicken soup,soup broth bouillon,P9942,2021-07-06T15:40:51.227Z
raspberry apple juice,refrigerated,P9943,2021-07-06T15:40:51.227Z
tangy buffalo wing flavored potato crisps,chips pretzels,P9944,2021-07-06T15:40:51.227Z
stuffed peppers,frozen meals,P9945,2021-07-06T15:40:51.227Z
dark italian roast coffee,coffee,P9946,2021-07-06T15:40:51.227Z
dandelion tea bags,tea,P9947,2021-07-06T15:40:51.227Z
gluten free peanut butter sandwich cookies,cookies cakes,P9948,2021-07-06T15:40:51.227Z
organic milk chocolate peanut butter cups,candy chocolate,P9949,2021-07-06T15:40:51.227Z
99% fat free natural goodness chicken broth,soup broth bouillon,P9950,2021-07-06T15:40:51.227Z
seasoning curry powder,spices seasonings,P9951,2021-07-06T15:40:51.227Z
honey mustard nut-thins cracker,crackers,P9952,2021-07-06T15:40:51.227Z
flip coffee break bliss greek yogurt,yogurt,P9953,2021-07-06T15:40:51.227Z
"milk thistle 150 mg, v-caps",vitamins supplements,P9954,2021-07-06T15:40:51.227Z
snack size divine triple chocolate ice cream bars,ice cream ice,P9955,2021-07-06T15:40:51.227Z
100% pure blush grape juice,juice nectars,P9956,2021-07-06T15:40:51.227Z
gluten-free sriracha veggie chips,chips pretzels,P9957,2021-07-06T15:40:51.228Z
gourmet 2000 mg soft chew super fruit punch collagen,vitamins supplements,P9958,2021-07-06T15:40:51.228Z
spinach souffle,frozen meals,P9959,2021-07-06T15:40:51.228Z
organic gluten free sea salt by the seashore multigrain tortilla chips,chips pretzels,P9960,2021-07-06T15:40:51.228Z
organic coconut chocolate chip protein bar,energy granola bars,P9961,2021-07-06T15:40:51.228Z
"bananas natural baby food, stage 1",baby food formula,P9962,2021-07-06T15:40:51.228Z
bite size cheddar cheese crackers,crackers,P9963,2021-07-06T15:40:51.228Z
bac-out stain & odor remover,cleaning products,P9964,2021-07-06T15:40:51.228Z
turbinado style vanilla sugar,baking ingredients,P9965,2021-07-06T15:40:51.228Z
flackers rosemary flax seed crackers,crackers,P9966,2021-07-06T15:40:51.228Z
color revitalize protection for color treated hair conditioner,hair care,P9967,2021-07-06T15:40:51.228Z
l'oréal® paris advanced haircare total repair 5 restoring shampoo,hair care,P9968,2021-07-06T15:40:51.228Z
green tea blueberry pomegranate,tea,P9969,2021-07-06T15:40:51.228Z
pure lemon extract,baking ingredients,P9970,2021-07-06T15:40:51.228Z
fingers dark chocolate cookies,cookies cakes,P9971,2021-07-06T15:40:51.228Z
organic stage 2 sweet potato garbanzo barley,baby food formula,P9972,2021-07-06T15:40:51.228Z
cf chry almnd grnola 11,energy granola bars,P9973,2021-07-06T15:40:51.228Z
fat free unsalted mini pretzels,chips pretzels,P9974,2021-07-06T15:40:51.228Z
sea salt & cracked pepper potato chips,chips pretzels,P9975,2021-07-06T15:40:51.228Z
keurig vanilla biscotti coffee k cups,coffee,P9976,2021-07-06T15:40:51.228Z
plenti greek strawberry low fat yogurt,yogurt,P9977,2021-07-06T15:40:51.228Z
classic cheese gluten free crackers,crackers,P9978,2021-07-06T15:40:51.228Z
fish stick meal,frozen meals,P9979,2021-07-06T15:40:51.228Z
100 calorie ritz snnack mix packs,crackers,P9980,2021-07-06T15:40:51.228Z
"decaf tea, vanilla chai",tea,P9981,2021-07-06T15:40:51.228Z
vanilla with oreo/m&ms variety pack lowfat yogurt,yogurt,P9982,2021-07-06T15:40:51.228Z
green + white tea,tea,P9983,2021-07-06T15:40:51.228Z
snak-saks crackers,cookies cakes,P9984,2021-07-06T15:40:51.228Z
toasted buttercrisp crackers,crackers,P9985,2021-07-06T15:40:51.228Z
double chocolate fudge biscotti,cookies cakes,P9986,2021-07-06T15:40:51.228Z
pretzels sesame baked not fried,chips pretzels,P9987,2021-07-06T15:40:51.228Z
terry scouring cloth,cleaning products,P9988,2021-07-06T15:40:51.228Z
biotin b complex thickening shampoo,hair care,P9989,2021-07-06T15:40:51.228Z
"conditioner, daily nourishing",hair care,P9990,2021-07-06T15:40:51.228Z
blueberry blended cultured soymilk,yogurt,P9991,2021-07-06T15:40:51.228Z
coconut water kefir,refrigerated,P9992,2021-07-06T15:40:51.228Z
blue plus bleach automatic bowl cleaner,cleaning products,P9993,2021-07-06T15:40:51.228Z
naturals just sweet potatoes stage 1,baby food formula,P9994,2021-07-06T15:40:51.228Z
organic whole cumin seed,spices seasonings,P9995,2021-07-06T15:40:51.228Z
whiskey & pecans ice cream,ice cream ice,P9996,2021-07-06T15:40:51.228Z
eggplant cutlets,frozen meals,P9997,2021-07-06T15:40:51.228Z
lake shore blend medium roast coffee,coffee,P9998,2021-07-06T15:40:51.228Z
blueberry crisp energy bars,energy granola bars,P9999,2021-07-06T15:40:51.228Z
organic french roast gound coffee,coffee,P10000,2021-07-06T15:40:51.228Z
pepper jack cheese singles,packaged cheese,P10001,2021-07-06T15:40:51.228Z
red rhapsody  fruit smoothie blend,juice nectars,P10002,2021-07-06T15:40:51.228Z
mini oreo go pak,cookies cakes,P10003,2021-07-06T15:40:51.228Z
100% juice fruit punch pouch,juice nectars,P10004,2021-07-06T15:40:51.228Z
dunkin' turbo ground coffee,coffee,P10005,2021-07-06T15:40:51.228Z
beet apple carrot lemon ginger organic cold pressed juice beverage,refrigerated,P10006,2021-07-06T15:40:51.228Z
kisses milk chocolate birthday with light blue foils peg bag,candy chocolate,P10007,2021-07-06T15:40:51.228Z
"cheese, whole milk cheese, cremoso",packaged cheese,P10008,2021-07-06T15:40:51.228Z
hazelnut 75% organic medium roast caffeine-free herbal coffee,coffee,P10009,2021-07-06T15:40:51.228Z
no salt potato chips,chips pretzels,P10010,2021-07-06T15:40:51.228Z
cookies with belgian milk chocolate,cookies cakes,P10011,2021-07-06T15:40:51.228Z
vegetarian dha softgels,vitamins supplements,P10012,2021-07-06T15:40:51.228Z
waffle cone frozen dairy dessert with hershey's semi sweet chocolate chips,ice cream ice,P10013,2021-07-06T15:40:51.228Z
organic mushroom base,soup broth bouillon,P10014,2021-07-06T15:40:51.228Z
sprunch hairspray,hair care,P10015,2021-07-06T15:40:51.228Z
"activia light greek cherry nonfat yogurt, fruit on the bottom",yogurt,P10016,2021-07-06T15:40:51.228Z
mini go-paks! nilla wafers,cookies cakes,P10017,2021-07-06T15:40:51.228Z
graduates lil' crunchies mild cheddar corn snacks,baby food formula,P10018,2021-07-06T15:40:51.228Z
original magic! gourmet natural seasoning,spices seasonings,P10019,2021-07-06T15:40:51.228Z
spaghetti with meat sauce pasta meal,frozen meals,P10020,2021-07-06T15:40:51.228Z
caramel & peanut candy bar,candy chocolate,P10021,2021-07-06T15:40:51.228Z
mint medley herbal tea,tea,P10022,2021-07-06T15:40:51.228Z
open mic series tropic wonder earl grey & orange peel brew,refrigerated,P10023,2021-07-06T15:40:51.228Z
organic banana baby breakfast (from 6 months),baby food formula,P10024,2021-07-06T15:40:51.228Z
toffee crunch milk chocolate bar,candy chocolate,P10025,2021-07-06T15:40:51.228Z
oreo triple double chocolate sandwich cookies,cookies cakes,P10026,2021-07-06T15:40:51.228Z
surface wipes fresh scent,cleaning products,P10027,2021-07-06T15:40:51.228Z
"candy bar, milk chocolate, coconut",candy chocolate,P10028,2021-07-06T15:40:51.228Z
"granola bars, gojiberry triple yum-yum",energy granola bars,P10029,2021-07-06T15:40:51.228Z
spring waterfall scent automatic toilet bowl cleaner,cleaning products,P10030,2021-07-06T15:40:51.228Z
gluten free vegetable pot pie,frozen meals,P10031,2021-07-06T15:40:51.228Z
perfect pinch mexican seasoning,spices seasonings,P10032,2021-07-06T15:40:51.228Z
milk chocolate covered frozen banana,ice cream ice,P10033,2021-07-06T15:40:51.228Z
moisture rich luxurious moisture conditioner,hair care,P10034,2021-07-06T15:40:51.228Z
cafe latte mocha coconut water,refrigerated,P10035,2021-07-06T15:40:51.228Z
sweet onion & herb seasoning,spices seasonings,P10036,2021-07-06T15:40:51.228Z
homestyle classics crispy iced oatmeal cookies,cookies cakes,P10037,2021-07-06T15:40:51.228Z
organic almond energy bar,energy granola bars,P10038,2021-07-06T15:40:51.228Z
organic celery seeds,spices seasonings,P10039,2021-07-06T15:40:51.228Z
crystallized lime,baking ingredients,P10040,2021-07-06T15:40:51.228Z
berry flavor mega probiotic,yogurt,P10041,2021-07-06T15:40:51.228Z
"yogurt, coconut non-dairy, low fat, vanilla",yogurt,P10042,2021-07-06T15:40:51.228Z
nonfat probiotic drinks,yogurt,P10043,2021-07-06T15:40:51.228Z
gluten free artisan chia seeds nut-thins,crackers,P10044,2021-07-06T15:40:51.228Z
organics vitamin c pops,candy chocolate,P10045,2021-07-06T15:40:51.228Z
rip-l family pack potato chips,chips pretzels,P10046,2021-07-06T15:40:51.228Z
magic eraser,cleaning products,P10047,2021-07-06T15:40:51.228Z
yo toddler organic strawberry banana whole milk yogurt,yogurt,P10048,2021-07-06T15:40:51.228Z
dark chocolate crunch protein bar,energy granola bars,P10049,2021-07-06T15:40:51.228Z
gluten free hollandaise sauce mix,spices seasonings,P10050,2021-07-06T15:40:51.228Z
organic 2nd foods apples & summer peaches  baby food,baby food formula,P10051,2021-07-06T15:40:51.228Z
natural string cheese,packaged cheese,P10052,2021-07-06T15:40:51.228Z
wasabi ginger kettle chips,chips pretzels,P10053,2021-07-06T15:40:51.228Z
gluten free pure butter shortbread,cookies cakes,P10054,2021-07-06T15:40:51.228Z
gummi worms,candy chocolate,P10055,2021-07-06T15:40:51.228Z
sharp extra light cheddar cheese,packaged cheese,P10056,2021-07-06T15:40:51.228Z
milk chocolate kisses with almonds,candy chocolate,P10057,2021-07-06T15:40:51.228Z
organic sambazon acai juice,refrigerated,P10058,2021-07-06T15:40:51.228Z
fresh brush heavy duty refills toilet bowl,cleaning products,P10059,2021-07-06T15:40:51.228Z
oh my yog! organic maple,yogurt,P10060,2021-07-06T15:40:51.228Z
dark chocolate hazelnut truffle pig bar,candy chocolate,P10061,2021-07-06T15:40:51.228Z
immune+ citrus drink mix dietary supplement,vitamins supplements,P10062,2021-07-06T15:40:51.228Z
argan oil of morocco renewing conditioner,hair care,P10063,2021-07-06T15:40:51.228Z
organic caramel crunch sea salt milk chocolate bar,candy chocolate,P10064,2021-07-06T15:40:51.228Z
bartlett pear hibiscus sorbetto,ice cream ice,P10065,2021-07-06T15:40:51.228Z
original crackers,crackers,P10066,2021-07-06T15:40:51.228Z
grahams crackers original,cookies cakes,P10067,2021-07-06T15:40:51.228Z
reduced fat monterey jack cheese,packaged cheese,P10068,2021-07-06T15:40:51.228Z
organic dill seed,spices seasonings,P10069,2021-07-06T15:40:51.228Z
ground kona coffee,coffee,P10070,2021-07-06T15:40:51.228Z
oatmeal animal cookies,cookies cakes,P10071,2021-07-06T15:40:51.228Z
graceland roasted coffee,coffee,P10072,2021-07-06T15:40:51.228Z
breakfast blend organic tea,tea,P10073,2021-07-06T15:40:51.228Z
flavor enhancer,spices seasonings,P10074,2021-07-06T15:40:51.228Z
"curl shape defining spray gel, strong hold #2",hair care,P10075,2021-07-06T15:40:51.228Z
organic & cold-pressed vegetable & fruit juice harmony,refrigerated,P10076,2021-07-06T15:40:51.228Z
cookie dough chip fit frozen desserts,ice cream ice,P10077,2021-07-06T15:40:51.228Z
original coffee,coffee,P10078,2021-07-06T15:40:51.228Z
sparkling fruitwater watermelon punch,juice nectars,P10079,2021-07-06T15:40:51.228Z
raw organic coconut karma truffles,candy chocolate,P10080,2021-07-06T15:40:51.228Z
fudge graham nutrition bar,energy granola bars,P10081,2021-07-06T15:40:51.228Z
gobble gobble turkey pouch stage 3,baby food formula,P10082,2021-07-06T15:40:51.228Z
aged cheddar & black pepper lattice cut kettle cooked potato chips,chips pretzels,P10083,2021-07-06T15:40:51.228Z
almonds & sea salt organic extra-dark chocolate bar 72% cocoa,candy chocolate,P10084,2021-07-06T15:40:51.228Z
"drink, concentrated, the original",juice nectars,P10085,2021-07-06T15:40:51.228Z
glazed mini donettes 6 pk,cookies cakes,P10086,2021-07-06T15:40:51.228Z
grill mates sweet & smoky rub with cinnamon & chipotle,spices seasonings,P10087,2021-07-06T15:40:51.228Z
pure sport 2 in 1 shampoo & conditioner,hair care,P10088,2021-07-06T15:40:51.228Z
honey dijon rice chips mwo rice chips,chips pretzels,P10089,2021-07-06T15:40:51.228Z
date sugar,baking ingredients,P10090,2021-07-06T15:40:51.228Z
pomegranate passion organic energy chews,energy granola bars,P10091,2021-07-06T15:40:51.228Z
tapatio limon,chips pretzels,P10092,2021-07-06T15:40:51.228Z
all purpose salt free magic! gourmet natural seasoning,spices seasonings,P10093,2021-07-06T15:40:51.228Z
colorful coarse ground blend seasoned pepper,spices seasonings,P10094,2021-07-06T15:40:51.228Z
dark chocolate sea salt 5 packets,cookies cakes,P10095,2021-07-06T15:40:51.228Z
regular flavor potato chips,chips pretzels,P10096,2021-07-06T15:40:51.228Z
organic the original sweet tea,tea,P10097,2021-07-06T15:40:51.228Z
"farmstyle greek strained yogurt oregon blueberry, 2% milkfat",yogurt,P10098,2021-07-06T15:40:51.229Z
cream top peach on the bottom yogurt,yogurt,P10099,2021-07-06T15:40:51.229Z
kula watermelon,refrigerated,P10100,2021-07-06T15:40:51.229Z
the original donut shop coffee coconut mocha keurig k,coffee,P10101,2021-07-06T15:40:51.229Z
starter kit,cleaning products,P10102,2021-07-06T15:40:51.229Z
